response,ager,educ,file_race,gender,race_eth,approve,GOVHR,sdem_fav,SENC,srep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedc,educ3,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,65 and older,[DO NOT READ] Refused,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,[DO NOT READ] Don't know/Refused,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,[DO NOT READ] Don't know/Refused,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.7957,0.9379,0.6289,0.9576
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9742,1.1489,0.667,1.1448
Rep,18 to 34,Some college or trade school,White,Female,White,Don't know,Rep.,Don't know,Rep.,Favorable,18 to 29,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.8261,1.2636,1.0615,1.2831
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9508,1.1008,0.6612,1.0986
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.8897,1.1275,0.6756,1.1334
Rep,18 to 34,High school,White,Female,White,Approve,Rep.,Don't know,Rep.,Favorable,18 to 29,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.8631,1.0572,0.8251,1.0669
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Female,Somewhat likely,or as a member of another political party,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,Less than 50 percent,Cell,0.7778,0.3134,1.0642,2.8297,0.8397
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9458,1.003,0.7236,0.9903
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,Less than 50 percent,Cell,1,0.1814,1.1145,4.1523,1.3565
Rep,[DO NOT READ] Refused,High school,White,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,High School Grad. or Less,Other,Female,Almost certain,Republican,Nonwhite,65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.9914,0.9189,0.4808,0.9157
4,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,4,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.7501,0.9096,0.7017,0.9372
Rep,35 to 49,Bachelors' degree,White,Female,Other,Approve,Rep.,Unfavorable,Rep.,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,40 to 64,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.3005,0.8625,1.5851,1.0609
Rep,18 to 34,Some college or trade school,Unknown,Male,Asian,Approve,Dem.,Unfavorable,Dem.,Favorable,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Unknown,Washoe/Carson City,Less than 50 percent,Cell,0.7778,0.3772,1.1556,2.4291,1.1244
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Rep.,Don't know,Rep.,Don't know,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.4743,1.0481,1.4218,1.0949
Und,18 to 34,High school,White,Female,Other,Disapp.,Lib./Don't know,Don't know,Don't know,Unfavorable,18 to 29,High School Grad. or Less,Republican,Female,Not at all likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,0.6667,0.3218,1.0361,2.9131,0.5001
Und,65 and older,High school,Hispanic,Male,Hispanic,Don't know,Lib./Don't know,Don't know,Don't know,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Not at all likely,[DO NOT READ] Refused,Nonwhite,65 and older,No 4-year College Degree,Hispanic,Central/North Las Vegas,Less than 50 percent,Cell,0,0.0299,0.9848,3.6428,0.2064
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Don't know,30 to 44,Some College Educ.,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Central/North Las Vegas,Less than 50 percent,Cell,0,0.3324,1.0361,2.8201,0.2611
Und,18 to 34,High school,White,Female,White,Disapp.,Dem.,Unfavorable,Dem.,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,Less than 50 percent,Cell,1,0.3713,1.1145,2.0293,1.2044
Rep,65 and older,Bachelors' degree,Unknown,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,Unknown,Washoe/Carson City,85 percent or higher,Landline,1,0.9833,0.8572,0.3781,0.854
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest,85 percent or higher,Landline,1,0.9845,0.766,0.3606,0.7631
Dem,18 to 34,High school,Unknown,Male,White,Approve,Dem.,Favorable,Don't know,Unfavorable,30 to 44,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Washoe/Carson City,Less than 50 percent,Cell,1,0.3498,1.2103,2.2255,1.3195
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5292,1.0653,1.1573,1.1664
Rep,18 to 34,Some college or trade school,Unknown,Male,White,Approve,Rep.,Favorable,Rep.,Unfavorable,18 to 29,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,Unknown,Rest of Clark,50 to 85 percent,Cell,1,0.8413,1.3795,0.9851,1.3635
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,4-year College Grad.,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9826,0.7825,0.3846,0.7796
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Postgraduate Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5533,0.8481,0.5349,0.921
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Rest of Clark,Less than 50 percent,Cell,1,0.2996,0.8966,1.8994,1.0012
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dem.,Don't know,Dem.,Don't know,18 to 29,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Washoe/Carson City,Less than 50 percent,Cell,1,0.3211,1.1685,2.0801,1.2907
Dem,18 to 34,High school,Hispanic,Male,Hispanic,Approve,Rep.,Favorable,Dem.,Unfavorable,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 39,No 4-year College Degree,Hispanic,Washoe/Carson City,Less than 50 percent,Cell,0.7778,0.2318,1.2189,2.8298,1.241
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9665,0.9455,0.4749,0.9425
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Rep.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.8763,1.1275,0.6859,1.1356
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",40 to 64,Postgraduate Degree,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9978,0.8102,0.325,0.8073
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Lib./Don't know,Don't know,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Cell,1,0.952,1.1046,0.5249,1.1023
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9653,0.737,0.5118,0.7347
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Disapp.,Rep.,Favorable,Dem.,Favorable,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 39,Postgraduate Degree,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.8277,0.9488,0.6246,0.9631
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Washoe/Carson City,50 to 85 percent,Cell,1,0.5629,1.0892,0.9349,1.179
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9864,0.808,0.3314,0.8051
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dem.,Don't know,Dem.,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Rest of Clark,85 percent or higher,Cell,1,0.9269,0.8896,0.4664,0.8777
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,Dem.,Don't know,Dem.,Unfavorable,30 to 44,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",40 to 64,4-year College Grad.,White,Central/North Las Vegas,Less than 50 percent,Cell,0,0.4657,0.8506,1.1745,0.2481
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Washoe/Carson City,85 percent or higher,Landline,1,0.9954,0.9806,0.4398,0.9757
Dem,65 and older,High school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9229,0.9585,0.5072,0.9594
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9438,1.0698,0.612,1.0683
Rep,18 to 34,High school,White,Female,White,Disapp.,Dem.,Unfavorable,Don't know,Don't know,18 to 29,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Washoe/Carson City,Less than 50 percent,Cell,0.4444,0.3545,1.0642,2.5017,0.9751
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Approve,Rep.,Unfavorable,Rep.,Unfavorable,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",40 to 64,No 4-year College Degree,Unknown,Rest of Clark,Less than 50 percent,Cell,1,0.296,1.0652,2.4236,1.3144
Dem,50 to 64,Bachelors' degree,White,Male,Asian,Disapp.,Lib./Don't know,Favorable,Dem.,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,40 to 64,4-year College Grad.,White,Central/North Las Vegas,85 percent or higher,Cell,1,0.9962,0.8804,0.4096,0.878
Dem,18 to 34,Bachelors' degree,Asian,Female,Asian,Disapp.,Lib./Don't know,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,Other Non-White,Rest of Clark,Less than 50 percent,Cell,1,0.4132,1.14,1.6517,1.2131
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,85 percent or higher,Landline,1,0.9753,0.9412,0.4832,0.9318
Dem,65 and older,High school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.2155,0.9524,2.4903,0.8904
Und,18 to 34,Bachelors' degree,White,Female,Black,Disapp.,Rep.,Don't know,Don't know,Don't know,18 to 29,4-year College Grad.,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 39,4-year College Grad.,White,Rest of Clark,50 to 85 percent,Cell,1,0.7619,1.0206,0.7521,1.049
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 39,4-year College Grad.,White,Washoe/Carson City,85 percent or higher,Cell,1,0.9758,0.9064,0.4789,0.9032
Rep,18 to 34,Bachelors' degree,Hispanic,Male,Hispanic,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,18 to 39,4-year College Grad.,Hispanic,Rest of Clark,50 to 85 percent,Cell,1,0.8122,1.1433,0.6074,1.132
Dem,50 to 64,Some college or trade school,White,Female,Other,Disapp.,Lib./Don't know,Don't know,Dem.,Don't know,45 to 64,Some College Educ.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,40 to 64,No 4-year College Degree,White,Rest of Clark,50 to 85 percent,Cell,0.6667,0.5282,1.2724,1.0849,0.9777
Dem,18 to 34,Some college or trade school,Other,Male,Asian,Disapp.,Dem.,Don't know,Dem.,Unfavorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,Rest of Clark,85 percent or higher,Cell,1,0.9435,1.307,1.0583,1.3053
Dem,65 and older,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Postgraduate Degree,Unknown,Rest of Clark,50 to 85 percent,Cell,1,0.5684,0.9039,0.4977,0.9767
Dem,65 and older,High school,White,Male,White,Disapp.,Dem.,Favorable,Dem.,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Central/North Las Vegas,50 to 85 percent,Cell,1,0.8218,1.1681,0.6301,1.187
Dem,18 to 34,Some college or trade school,Black,Male,Black,Disapp.,Dem.,Favorable,Dem.,Unfavorable,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Democrat,Nonwhite,18 to 39,No 4-year College Degree,Other Non-White,Central/North Las Vegas,Less than 50 percent,Cell,0.4444,0.2793,1.3414,3.9986,0.8114
Rep,18 to 34,High school,White,Male,White,Approve,Rep.,Unfavorable,Rep.,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 39,No 4-year College Degree,White,Rest,85 percent or higher,Cell,1,0.9314,1.117,0.792,1.1169
Dem,18 to 34,Bachelors' degree,Black,Female,Black,Disapp.,Dem.,Don't know,Dem.,Don't know,18 to 29,4-year College Grad.,Democratic,Female,Somewhat likely,Democrat,Nonwhite,18 to 39,4-year College Grad.,Other Non-White,Central/North Las Vegas,Less than 50 percent,Cell,0.4444,0.2915,1.0584,2.755,0.643
Dem,35 to 49,Some college or trade school,White,Female,Asian,Approve,Dem.,Don't know,Dem.,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 39,No 4-year College Degree,White,Rest of Clark,Less than 50 percent,Cell,1,0.3534,1.0938,1.9723,1.2989
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Rep.,Unfavorable,Rep.,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,No 4-year College Degree,White,Rest,85 percent or higher,Landline,1,0.9927,0.9534,0.5006,0.9502
