response,ager,educ,file_race,gender,race_eth,approve,CRIMES,FEMINISM,genballot,hdem_fav,hrep_fav,NFLA,NFLRIGHT,OPIOID,REVERSERACIS,STRANGER,SWAMP,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,region,age_combinedb,file_party_region,file_race_black,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,High school,Black,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,agree,agree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Fayette,50 to 64,"Fayette, Democratic",Black,Less than 50 percent,Landline,1,0.2685,1.3751,3.7906,1.5465
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,50 to 85 percent,Cell,1,0.8203,0.9979,0.3033,1.0035
Rep,18 to 34,Bachelors' degree,White,Male,Black,Don't know,disagree,oppose,Don't know,Unfavorable,Favorable,Don't know,support,no,disagree,disagree,agree,45 to 64,4-year College Grad.,Democratic,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9819,0.761,0.2641,0.7369
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,disagree,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",White,50 to 85 percent,Cell,1,0.5374,0.802,0.5196,0.8662
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,50 to 64,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9806,0.761,0.2644,0.7501
Rep,35 to 49,Some college or trade school,Black,Male,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,disagree,disagree,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,Fayette,35 to 49,"Fayette, Democratic",Black,50 to 85 percent,Landline,1,0.7698,0.7631,0.6484,0.7747
Dem,35 to 49,High school,Black,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Don't know,Don't know,support,yes,disagree,Don't know,disagree,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,Inner Bluegrass,35 to 49,"Rest, Democratic",Black,85 percent or higher,Cell,1,0.9747,1.3599,1.2554,1.3406
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9817,0.6902,0.3659,0.6803
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Landline,1,0.9917,0.8768,0.5095,0.8645
Rep,65 and older,Bachelors' degree,White,Male,Other,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,Don't know,agree,agree,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,Fayette,50 to 64,"Fayette, Republican",White,85 percent or higher,Landline,1,0.9792,0.8447,0.3033,0.8278
Rep,65 and older,Bachelors' degree,White,Female,White,Disapp.,Don't know,support,Reps. keep House,Favorable,Favorable,oppose,oppose,no,agree,agree,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9901,0.7482,0.3189,0.7376
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,oppose,Dems. take House,Favorable,Unfavorable,oppose,support,yes,disagree,agree,disagree,45 to 64,Postgraduate Degree,Other,Female,Not very likely,Independent (No party),"White, 4-Year College Grads",White,Fayette,50 to 64,Other,White,Less than 50 percent,Landline,0.6667,0.4628,0.8904,0.7039,0.5584
Rep,65 and older,High school,White,Female,White,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,no,agree,disagree,agree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.8652,1.4739,0.7147,1.4711
Dem,50 to 64,Grade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.8803,1.7381,1.0637,1.7309
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Fayette,35 to 49,"Fayette, Democratic",White,50 to 85 percent,Cell,1,0.7753,1.1812,0.9655,1.1978
Und,18 to 34,High school,White,Female,Black,Approve,agree,support,Don't know,Don't know,Don't know,support,support,no,Don't know,disagree,Don't know,18 to 29,High School Grad. or Less,Other,Female,Not very likely,Independent (No party),Nonwhite,Nonwhite,Fayette,18 to 34,Other,White,Less than 50 percent,Cell,0.1111,0.1583,3.9755,10.12,1.2402
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,disagree,support,Dems. take House,Favorable,Favorable,support,support,no,disagree,disagree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Rest,35 to 49,"Rest, Democratic",White,50 to 85 percent,Cell,1,0.816,0.7223,0.4956,0.7269
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Don't know,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,65 and older,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.9717,0.6802,0.3098,0.6707
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,Disapp.,agree,Don't know,Don't know,Favorable,Favorable,Don't know,oppose,no,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Fayette,35 to 49,"Fayette, Democratic",Other Non-White,85 percent or higher,Cell,1,0.9803,0.9425,0.7537,0.9238
Rep,65 and older,Some college or trade school,White,Female,White,Disapp.,agree,Don't know,Don't know,Unfavorable,Favorable,oppose,oppose,yes,agree,agree,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9768,0.7875,0.4807,0.7762
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9345,0.4966,0.2515,0.4911
Dem,35 to 49,High school,Black,Male,Other,Disapp.,agree,oppose,Dems. take House,Favorable,Unfavorable,oppose,support,yes,agree,disagree,disagree,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,Nonwhite,Fayette,35 to 49,"Fayette, Democratic",Black,85 percent or higher,Cell,1,0.9582,1.4678,1.2477,1.4035
Dem,65 and older,Grade school,Black,Female,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,disagree,disagree,65 and older,High School Grad. or Less,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,Nonwhite,Nonwhite,Fayette,65 and older,"Fayette, Democratic",Black,85 percent or higher,Landline,1,0.9244,1.0881,0.6927,1.0109
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,yes,disagree,agree,disagree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Democratic",White,85 percent or higher,Cell,1,0.993,1.0093,0.5786,0.9953
Dem,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,support,Dems. take House,Favorable,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9705,0.8009,0.3945,0.7897
Dem,65 and older,Some college or trade school,Black,Female,White,Don't know,agree,support,Dems. take House,Favorable,Unfavorable,oppose,oppose,yes,agree,agree,disagree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Democratic",Black,85 percent or higher,Landline,1,0.9703,0.4861,0.3036,0.4758
Rep,65 and older,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9515,0.6205,0.3741,0.6126
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,agree,disagree,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Rest,65 and older,"Rest, Republican",White,85 percent or higher,Landline,1,0.9702,0.6257,0.202,0.61240000000000006
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,agree,support,Dems. take House,Don't know,Unfavorable,support,support,no,disagree,agree,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,Fayette,35 to 49,"Fayette, Democratic",Black,Less than 50 percent,Cell,1,0.0708,0.6726,3.9491,0.9709
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,support,no,disagree,agree,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.7035,1.2641,0.9763,1.302
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,Fayette,65 and older,"Fayette, Democratic",Black,85 percent or higher,Cell,1,0.8841,0.5247,0.3233,0.5222
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,65 and older,"Rest, Democratic",White,85 percent or higher,Landline,1,0.9888,0.6596,0.3364,0.6502
Rep,50 to 64,High school,White,Female,White,Approve,agree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,agree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,50 to 64,"Rest, Republican",White,Less than 50 percent,Cell,1,0.0409,2.4737,9.5618,3.9817
Rep,35 to 49,Bachelors' degree,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,Fayette,35 to 49,"Fayette, Republican",White,85 percent or higher,Cell,1,0.8689,1.0706,0.7005,1.0456
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Approve,disagree,support,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,disagree,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,Inner Bluegrass,35 to 49,"Rest, Republican",Unknown,Less than 50 percent,Cell,1,0.4983,0.9164,1.2031,1.0041
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,30 to 44,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,Fayette,35 to 49,Other,White,85 percent or higher,Cell,1,0.938,0.999,0.4015,0.9876
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,disagree,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Fayette,35 to 49,"Fayette, Republican",White,50 to 85 percent,Cell,1,0.812,1.3112,1.0702,1.3204
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,yes,agree,disagree,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9588,0.603,0.2821,0.5895
Rep,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,disagree,oppose,Reps. keep House,Favorable,Favorable,oppose,oppose,no,agree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,Rest,50 to 64,"Rest, Democratic",Other Non-White,85 percent or higher,Cell,1,0.958,0.5429,0.289,0.5357
Rep,50 to 64,Some college or trade school,White,Female,Other,Approve,disagree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,Inner Bluegrass,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9724,0.9174,0.3087,0.9044
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,agree,support,Dems. take House,Favorable,Unfavorable,support,support,no,disagree,agree,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,Inner Bluegrass,50 to 64,"Rest, Democratic",White,85 percent or higher,Cell,1,0.9674,0.7378,0.2948,0.7276
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Don't know,oppose,Reps. keep House,Unfavorable,Unfavorable,oppose,oppose,yes,disagree,disagree,disagree,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,Rest,65 and older,"Rest, Democratic",White,50 to 85 percent,Cell,0.4444,0.6382,0.669,0.5244,0.3434
Rep,[DO NOT READ] Refused,Some college or trade school,White,Male,White,Approve,disagree,oppose,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,agree,agree,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,Rest,50 to 64,"Rest, Republican",White,85 percent or higher,Cell,1,0.9477,0.7229,0.2427,0.7139
Dem,65 and older,Graduate or Professional Degree,Asian,Male,Other,Disapp.,agree,Don't know,Dems. take House,Favorable,Don't know,oppose,oppose,no,disagree,disagree,disagree,65 and older,Postgraduate Degree,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,Inner Bluegrass,65 and older,"Rest, Democratic",Other Non-White,85 percent or higher,Cell,1,0.98,0.6745,0.5071,0.6611
Rep,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,agree,Don't know,Reps. keep House,Unfavorable,Favorable,oppose,oppose,no,disagree,disagree,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,Inner Bluegrass,65 and older,"Rest, Republican",Unknown,85 percent or higher,Cell,1,0.9485,0.6528,0.2594,0.6447
